employee_id,first_name,last_name,cnp,gross_salary_month,base_salary,bonus_total,adjustment_total,working_days,vacation_days
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,2
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,0
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,2
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,1
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,4
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,2
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,0
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,2
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,1
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,4
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,2
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,0
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,2
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,1
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,4
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,2
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,0
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,2
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,1
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,3599.00,3599.00,0.00,0.00,19,4
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,4309.00,3599.00,621.00,89.00,19,2
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,4309.00,3599.00,621.00,89.00,19,0
fa6fb1f4-fafa-4f06-8217-bcc8b8cfb974,Sarah,Smith,0324511789158,4309.00,3599.00,621.00,89.00,19,2
