employee_id,first_name,last_name,cnp,gross_salary_month,base_salary,bonus_total,adjustment_total,working_days,vacation_days
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6168.00,6087.00,0.00,81.00,19,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6168.00,6087.00,0.00,81.00,19,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6168.00,6087.00,0.00,81.00,19,5
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6168.00,6087.00,0.00,81.00,19,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6168.00,6087.00,0.00,81.00,19,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6168.00,6087.00,0.00,81.00,19,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6168.00,6087.00,0.00,81.00,19,1
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6168.00,6087.00,0.00,81.00,19,5
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6168.00,6087.00,0.00,81.00,19,5
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6168.00,6087.00,0.00,81.00,19,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6947.00,6087.00,860.00,0.00,19,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6947.00,6087.00,860.00,0.00,19,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6947.00,6087.00,860.00,0.00,19,5
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6947.00,6087.00,860.00,0.00,19,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6947.00,6087.00,860.00,0.00,19,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6947.00,6087.00,860.00,0.00,19,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6947.00,6087.00,860.00,0.00,19,1
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6947.00,6087.00,860.00,0.00,19,5
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6947.00,6087.00,860.00,0.00,19,5
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6947.00,6087.00,860.00,0.00,19,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,5940.00,6087.00,0.00,-147.00,19,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,5940.00,6087.00,0.00,-147.00,19,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,5940.00,6087.00,0.00,-147.00,19,5
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,5940.00,6087.00,0.00,-147.00,19,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,5940.00,6087.00,0.00,-147.00,19,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,5940.00,6087.00,0.00,-147.00,19,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,5940.00,6087.00,0.00,-147.00,19,1
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,5940.00,6087.00,0.00,-147.00,19,5
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,5940.00,6087.00,0.00,-147.00,19,5
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,5940.00,6087.00,0.00,-147.00,19,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6087.00,6087.00,0.00,0.00,19,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6087.00,6087.00,0.00,0.00,19,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6087.00,6087.00,0.00,0.00,19,5
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6087.00,6087.00,0.00,0.00,19,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6087.00,6087.00,0.00,0.00,19,4
