employee_id,first_name,last_name,cnp,gross_salary_month,base_salary,bonus_total,adjustment_total,working_days,vacation_days
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,2797.00,3268.00,0.00,-471.00,22,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,2797.00,3268.00,0.00,-471.00,22,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,2797.00,3268.00,0.00,-471.00,22,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,2797.00,3268.00,0.00,-471.00,22,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,2797.00,3268.00,0.00,-471.00,22,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,2797.00,3268.00,0.00,-471.00,22,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,2797.00,3268.00,0.00,-471.00,22,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3981.00,3268.00,713.00,0.00,22,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3981.00,3268.00,713.00,0.00,22,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3981.00,3268.00,713.00,0.00,22,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3981.00,3268.00,713.00,0.00,22,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3981.00,3268.00,713.00,0.00,22,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3981.00,3268.00,713.00,0.00,22,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3981.00,3268.00,713.00,0.00,22,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3603.00,3268.00,335.00,0.00,22,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3603.00,3268.00,335.00,0.00,22,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3603.00,3268.00,335.00,0.00,22,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3603.00,3268.00,335.00,0.00,22,1
