employee_id,first_name,last_name,cnp,gross_salary_month,base_salary,bonus_total,adjustment_total,working_days,vacation_days
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3268.00,3268.00,0.00,0.00,19,5
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3268.00,3268.00,0.00,0.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3268.00,3268.00,0.00,0.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3268.00,3268.00,0.00,0.00,19,2
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3268.00,3268.00,0.00,0.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3268.00,3268.00,0.00,0.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3268.00,3268.00,0.00,0.00,19,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4207.00,3268.00,939.00,0.00,19,5
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4207.00,3268.00,939.00,0.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4207.00,3268.00,939.00,0.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4207.00,3268.00,939.00,0.00,19,2
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4207.00,3268.00,939.00,0.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4207.00,3268.00,939.00,0.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4207.00,3268.00,939.00,0.00,19,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4123.00,3268.00,855.00,0.00,19,5
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4123.00,3268.00,855.00,0.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4123.00,3268.00,855.00,0.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4123.00,3268.00,855.00,0.00,19,2
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4123.00,3268.00,855.00,0.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4123.00,3268.00,855.00,0.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4123.00,3268.00,855.00,0.00,19,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3268.00,3268.00,0.00,0.00,19,5
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3268.00,3268.00,0.00,0.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3268.00,3268.00,0.00,0.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3268.00,3268.00,0.00,0.00,19,2
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3268.00,3268.00,0.00,0.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3268.00,3268.00,0.00,0.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3268.00,3268.00,0.00,0.00,19,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3523.00,3268.00,255.00,0.00,19,5
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3523.00,3268.00,255.00,0.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3523.00,3268.00,255.00,0.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3523.00,3268.00,255.00,0.00,19,2
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3523.00,3268.00,255.00,0.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3523.00,3268.00,255.00,0.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3523.00,3268.00,255.00,0.00,19,1
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3626.00,3268.00,358.00,0.00,19,5
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3626.00,3268.00,358.00,0.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3626.00,3268.00,358.00,0.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3626.00,3268.00,358.00,0.00,19,2
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3626.00,3268.00,358.00,0.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3626.00,3268.00,358.00,0.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3626.00,3268.00,358.00,0.00,19,1
