employee_id,first_name,last_name,cnp,gross_salary_month,base_salary,bonus_total,adjustment_total,working_days,vacation_days
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6087.00,6087.00,0.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7058.00,6087.00,971.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6430.00,6087.00,343.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6560.00,6087.00,0.00,473.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6769.00,6087.00,682.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6179.00,6087.00,0.00,92.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6887.00,6087.00,933.00,-133.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7080.00,6087.00,993.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6771.00,6087.00,684.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6596.00,6087.00,509.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6087.00,6087.00,0.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7058.00,6087.00,971.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6430.00,6087.00,343.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6560.00,6087.00,0.00,473.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6769.00,6087.00,682.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6179.00,6087.00,0.00,92.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6887.00,6087.00,933.00,-133.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7080.00,6087.00,993.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6771.00,6087.00,684.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6596.00,6087.00,509.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6087.00,6087.00,0.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7058.00,6087.00,971.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6430.00,6087.00,343.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6560.00,6087.00,0.00,473.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6769.00,6087.00,682.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6179.00,6087.00,0.00,92.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6887.00,6087.00,933.00,-133.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7080.00,6087.00,993.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6771.00,6087.00,684.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6596.00,6087.00,509.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6087.00,6087.00,0.00,0.00,20,1
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7058.00,6087.00,971.00,0.00,20,1
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6430.00,6087.00,343.00,0.00,20,1
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6560.00,6087.00,0.00,473.00,20,1
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6769.00,6087.00,682.00,0.00,20,1
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6179.00,6087.00,0.00,92.00,20,1
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6887.00,6087.00,933.00,-133.00,20,1
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7080.00,6087.00,993.00,0.00,20,1
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6771.00,6087.00,684.00,0.00,20,1
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6596.00,6087.00,509.00,0.00,20,1
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6087.00,6087.00,0.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7058.00,6087.00,971.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6430.00,6087.00,343.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6560.00,6087.00,0.00,473.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6769.00,6087.00,682.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6179.00,6087.00,0.00,92.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6887.00,6087.00,933.00,-133.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7080.00,6087.00,993.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6771.00,6087.00,684.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6596.00,6087.00,509.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6087.00,6087.00,0.00,0.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7058.00,6087.00,971.00,0.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6430.00,6087.00,343.00,0.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6560.00,6087.00,0.00,473.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6769.00,6087.00,682.00,0.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6179.00,6087.00,0.00,92.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6887.00,6087.00,933.00,-133.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7080.00,6087.00,993.00,0.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6771.00,6087.00,684.00,0.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6596.00,6087.00,509.00,0.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6087.00,6087.00,0.00,0.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7058.00,6087.00,971.00,0.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6430.00,6087.00,343.00,0.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6560.00,6087.00,0.00,473.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6769.00,6087.00,682.00,0.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6179.00,6087.00,0.00,92.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6887.00,6087.00,933.00,-133.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7080.00,6087.00,993.00,0.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6771.00,6087.00,684.00,0.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6596.00,6087.00,509.00,0.00,20,4
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6087.00,6087.00,0.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7058.00,6087.00,971.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6430.00,6087.00,343.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6560.00,6087.00,0.00,473.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6769.00,6087.00,682.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6179.00,6087.00,0.00,92.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6887.00,6087.00,933.00,-133.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7080.00,6087.00,993.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6771.00,6087.00,684.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6596.00,6087.00,509.00,0.00,20,3
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6087.00,6087.00,0.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7058.00,6087.00,971.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6430.00,6087.00,343.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6560.00,6087.00,0.00,473.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6769.00,6087.00,682.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6179.00,6087.00,0.00,92.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6887.00,6087.00,933.00,-133.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7080.00,6087.00,993.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6771.00,6087.00,684.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6596.00,6087.00,509.00,0.00,20,2
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6087.00,6087.00,0.00,0.00,20,0
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7058.00,6087.00,971.00,0.00,20,0
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6430.00,6087.00,343.00,0.00,20,0
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6560.00,6087.00,0.00,473.00,20,0
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6769.00,6087.00,682.00,0.00,20,0
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6179.00,6087.00,0.00,92.00,20,0
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6887.00,6087.00,933.00,-133.00,20,0
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,7080.00,6087.00,993.00,0.00,20,0
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6771.00,6087.00,684.00,0.00,20,0
81ecf386-d212-472c-852b-7c5da2478d1c,Paige,Roman,3337084551816,6596.00,6087.00,509.00,0.00,20,0
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4419.00,4419.00,0.00,0.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5390.00,4419.00,971.00,0.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4762.00,4419.00,343.00,0.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4892.00,4419.00,0.00,473.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5101.00,4419.00,682.00,0.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4511.00,4419.00,0.00,92.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5219.00,4419.00,933.00,-133.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5412.00,4419.00,993.00,0.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5103.00,4419.00,684.00,0.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4928.00,4419.00,509.00,0.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4419.00,4419.00,0.00,0.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5390.00,4419.00,971.00,0.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4762.00,4419.00,343.00,0.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4892.00,4419.00,0.00,473.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5101.00,4419.00,682.00,0.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4511.00,4419.00,0.00,92.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5219.00,4419.00,933.00,-133.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5412.00,4419.00,993.00,0.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5103.00,4419.00,684.00,0.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4928.00,4419.00,509.00,0.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4419.00,4419.00,0.00,0.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5390.00,4419.00,971.00,0.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4762.00,4419.00,343.00,0.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4892.00,4419.00,0.00,473.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5101.00,4419.00,682.00,0.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4511.00,4419.00,0.00,92.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5219.00,4419.00,933.00,-133.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5412.00,4419.00,993.00,0.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5103.00,4419.00,684.00,0.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4928.00,4419.00,509.00,0.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4419.00,4419.00,0.00,0.00,20,1
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5390.00,4419.00,971.00,0.00,20,1
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4762.00,4419.00,343.00,0.00,20,1
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4892.00,4419.00,0.00,473.00,20,1
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5101.00,4419.00,682.00,0.00,20,1
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4511.00,4419.00,0.00,92.00,20,1
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5219.00,4419.00,933.00,-133.00,20,1
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5412.00,4419.00,993.00,0.00,20,1
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5103.00,4419.00,684.00,0.00,20,1
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4928.00,4419.00,509.00,0.00,20,1
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4419.00,4419.00,0.00,0.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5390.00,4419.00,971.00,0.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4762.00,4419.00,343.00,0.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4892.00,4419.00,0.00,473.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5101.00,4419.00,682.00,0.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4511.00,4419.00,0.00,92.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5219.00,4419.00,933.00,-133.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5412.00,4419.00,993.00,0.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5103.00,4419.00,684.00,0.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4928.00,4419.00,509.00,0.00,20,2
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4419.00,4419.00,0.00,0.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5390.00,4419.00,971.00,0.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4762.00,4419.00,343.00,0.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4892.00,4419.00,0.00,473.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5101.00,4419.00,682.00,0.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4511.00,4419.00,0.00,92.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5219.00,4419.00,933.00,-133.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5412.00,4419.00,993.00,0.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5103.00,4419.00,684.00,0.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4928.00,4419.00,509.00,0.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4419.00,4419.00,0.00,0.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5390.00,4419.00,971.00,0.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4762.00,4419.00,343.00,0.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4892.00,4419.00,0.00,473.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5101.00,4419.00,682.00,0.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4511.00,4419.00,0.00,92.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5219.00,4419.00,933.00,-133.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5412.00,4419.00,993.00,0.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5103.00,4419.00,684.00,0.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4928.00,4419.00,509.00,0.00,20,4
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4419.00,4419.00,0.00,0.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,5390.00,4419.00,971.00,0.00,20,3
caeae2c2-cd24-4033-8d2e-aa91dc0b2fe6,Andrea,Watts,2004113388537,4762.00,4419.00,343.00,0.00,20,3
