employee_id,first_name,last_name,cnp,gross_salary_month,base_salary,bonus_total,adjustment_total,working_days,vacation_days
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3528.00,3268.00,260.00,0.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4022.00,3268.00,754.00,0.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3620.00,3268.00,352.00,0.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3201.00,3268.00,0.00,-67.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4007.00,3268.00,862.00,-123.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3795.00,3268.00,527.00,0.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3446.00,3268.00,0.00,178.00,19,4
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3528.00,3268.00,260.00,0.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4022.00,3268.00,754.00,0.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3620.00,3268.00,352.00,0.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3201.00,3268.00,0.00,-67.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4007.00,3268.00,862.00,-123.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3795.00,3268.00,527.00,0.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3446.00,3268.00,0.00,178.00,19,3
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3528.00,3268.00,260.00,0.00,19,0
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4022.00,3268.00,754.00,0.00,19,0
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3620.00,3268.00,352.00,0.00,19,0
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3201.00,3268.00,0.00,-67.00,19,0
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,4007.00,3268.00,862.00,-123.00,19,0
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3795.00,3268.00,527.00,0.00,19,0
d37afcee-16e7-4139-8476-2ba853134056,Maria,Lopez,3171374494303,3446.00,3268.00,0.00,178.00,19,0
